cement,blast_furnace_slag,fly_ash,water,superplasticizer,coarse_aggregate,fine_aggregate ,age,y_true
-0.3976076624490154,1.0018729651398806,-0.8553768908963865,0.1451303695372633,-1.078395315939273,0.8777710988066848,-0.4653394105747233,-0.19843140607225354,26.91
-1.029690866210998,-0.7055343715024226,1.8554131089296624,-1.2938861084093138,-0.3163591909500522,0.4385988959486218,1.0709933440668578,0.8029332685519502,35.85
-0.43987462440270403,-0.86545682176644,0.6320983642285799,0.7526044536531207,-0.22342795619526923,-0.3206696646777093,1.0181465171258706,-1.0925070084152926,10.38
-1.2928987656498785,-0.86545682176644,1.959190452310474,0.9567555802822197,0.4085044401372554,-1.8955437448975878,1.2295338248898222,-0.19843140607225354,10.54
2.1172765737954693,-0.86545682176644,-0.8553768908963865,0.8571696648533907,-1.078395315939273,1.9584164026323587,-1.9916061029418295,-1.164033056602736,12.64
-0.9758965509972124,0.6608618579592552,1.0094705219769857,-0.1436687852063398,-0.4092904257048352,0.4514027502593525,-0.3080571875360684,-0.6991137433843555,34.24
-1.1872313607656564,1.991981076333282,-0.8553768908963865,-0.13868948943489862,0.9660918486659535,0.6396194086270947,-0.9220869862789765,-0.19843140607225354,37.36
-1.2256558716326462,1.227645836100846,1.3302368560631308,-0.7362049820078722,2.267129135232916,-0.35908122760990147,-0.9598347198082536,-0.19843140607225354,36.35
0.4938409896651489,-0.86545682176644,-0.8553768908963865,0.45882600313807503,-1.078395315939273,0.6780309715592868,0.6255700884213875,-1.0925070084152926,14.31
-1.2842532507048057,1.8449935301347367,-0.8553768908963865,0.981652059139427,-0.44646291960674844,-1.8571321819653956,1.2647650428504802,-0.19843140607225354,32.72
-0.262161261642876,-0.86545682176644,0.6981384918345509,-1.8167121644106656,1.560851751096565,0.20172759120010347,1.48118538175167,-1.0925070084152926,21.78
-1.1987587140257532,1.2911444560586176,-0.8553768908963865,0.5235568481668144,0.6129531565977779,0.9648373081196561,-0.938444337474996,-0.19843140607225354,18.29
0.3209306907636946,-0.86545682176644,-0.8553768908963865,-0.23827540486372756,0.4085044401372554,0.3579346137910188,0.6381526662644799,-0.19843140607225354,25.1
0.40930706575777115,-0.86545682176644,0.962299002258435,0.6579978339957329,0.8545743669602139,-1.9736472561930454,0.5299424968138851,-0.19843140607225354,31.18
2.1172765737954693,-0.86545682176644,-0.8553768908963865,0.8571696648533907,-1.078395315939273,1.9584164026323587,-1.9916061029418295,-1.0925070084152926,26.06
2.4179483713296643,-0.86545682176644,-0.8553768908963865,-2.0407804741255307,0.03677950111812331,-1.5357554387660541,1.5403234976142048,-0.19843140607225354,56.4
1.4208323143312787,-0.3069041462119676,-0.8553768908963865,2.251372480856996,-1.078395315939273,-0.51272747933867,-2.230675081960585,-0.19843140607225354,37.43
0.3305368184804421,0.8431264152454515,0.9245617864835945,-0.19346174292075427,0.4085044401372554,-1.318089915483632,-1.0202310934550964,-0.19843140607225354,46.23
